text,model_summary,explanations,maybe,remove
"Woodward, who led England to victory at the 2003 tournament, described the risk of ""one stupid tweet"" to squad harmony as ""the new enemy"". Hosts England start their 2015 campaign against Fiji on 18 September. ""If you allow one player to be distracted, it can all come tumbling down,"" said the 59-year-old. Speaking to the Radio Times, Woodward added: ""We didn't have to worry about it in 2003. I've had the conversation with Stuart Lancaster. ""Don't let the players be distracted. It could be the media, their family, sponsors, ticket requests, anything."" England have reportedly handed their World Cup squad social media guidelines, keen to avoid any unnecessary distractions. Meanwhile, Rugby Football Union chief executive Ian Ritchie has refused to be drawn on what Lancaster needs to achieve at the World Cup to retain his job as England coach. ""I'm not going to deal in hypotheticals,"" he said. ""I think we should be going into every game trying to win it and I think that's what we'll try and do. ""We are in here to try and win the event, we will worry about the hypotheticals afterwards. ""Knowing the squad and the coaching set-up, they are all very focused on doing their very best to win and I think we have a chance of doing that."" Listen to 'Woodward's World Cup' on BBC Radio 5 live on Wednesday, 9 September from 21:00 BST.",Former England coach Sir Clive Woodward has warned Stuart Lancaster not to allow his players to be distracted by social media during the World Cup.,"[""The summary hallucinates Woodward's title (sir)"", ""The summary hallucinates Woodward's first name (Clive )""]","['The summary states that Sir Clive Woodward specifically warned Stuart Lancaster about social media, but the source text mentions distractions in general, including media, family, sponsors, and ticket requests, without singling out social media.']",0
"The Welsh athlete won the world sprint and keirin titles in 2013 and took silver at the same events at the 2016 Rio Olympics. ""I have had time to think about my future and have decided to retire from international track sprint racing,"" James said in a statement. She intends to set up a baking business ""along with exciting other projects"". James has been plagued by injuries during her career, and suffered a cancer scare in 2014 when she had an operation to remove abnormal cells following a cervical screening. She first made a mark when representing Wales at the 2010 Commonwealth Games in Delhi, winning a silver medal in the sprint and a time trial bronze. Media playback is not supported on this device . After taking her world titles in Minsk, James faced a battle with illness and knee injuries before qualifying for Rio 2016. She took a break after Rio, and told BBC Wales in July 2017 that she was excited about getting back into full training. However, in a statement posted on her Twitter account on Wednesday, James said she was grateful for her success but that it was time to move on. ""After 13 years of racing my track bike, it is time to start an exciting new chapter in my life. I have given cycling 100% and know how much commitment it takes to make it to the highest level in elite sport,"" she said. ""The pressure of competing at the top can be mentally and physically draining, but the rewards have been incredible and I have absolutely no regrets! This content will not work on your device, please check Javascript and cookies are enabled or update your browser . ""I have achieved my dreams of becoming a world champion, a Commonwealth medallist for Wales and becoming a double Olympic silver medallist. ""I now want to enjoy my life without the strict training regime, while at the same time continuing to lead a healthy lifestyle both in body and mind. ""For a long time I've had a passion for baking and have loved making special wedding and birthday cakes for friends and family ... and it's my intention to now pursue this passion as a business, along with some exciting other projects going forward.""",Double Olympic silver medallist Becky James has announced her retirement from cycling at the age of 27.,"['The summary makes up her first name', 'The summary makes up her age']",[],0
"Oliver Scullion died at the Hilden Brewery in Lisburn, County Antrim, on Thursday. It is understood the boy was crushed under a metal tank. His grandfather said: ""Oliver was a beautiful child, full of life and enthusiasm for everything he did."" The family announced the cancellation of a planned beer festival at the site. In a statement released on behalf of the Scullion-Hanna family, Oliver's grandfather Seamus Scullion thanked ""all who are supporting us at this heart-breaking time"". ""It is difficult to come to terms with life without him. We will miss him more than words can express,"" he added. ""Under the circumstances, we regretfully have to cancel the Hilden Beer and Music Festival, due to take place on 28, 29, 30 August."" Oliver was the son of brewery manager Owen Scullion, who was also hurt in the accident. The family have appealed for privacy. The Health and Safety Executive said on Thursday that it had been notified of the child's death and was investigating the circumstances.",Tributes have been paid to a four-year-old boy who died in an accident at a brewery.,"['The summary makes up the age of the boy', 'The summary makes up that there were tributes']",[],0
"European football's governing body introduced FFP 'break-even' rules in 2013, requiring clubs to balance their spending with their revenue. PSG more than doubled the world record transfer fee when they spent 222m euros (£200m) to sign Neymar last month. They have signed Kylian Mbappe on loan, and could pay £165.7m for him in 2018. PSG have been owned by the Gulf state of Qatar, via its Qatar Sports Investments fund, since 2011. The French club made made a profit of 10m euros (£9.2m) on revenue of 520.9m euros (£389.6m at the time of conversion) in the 2015-16 financial year, according to the most recent figures published by Deloitte. The six-time French champions have failed to meet FFP rules before - receiving a fine, a spending cap and only being allowed to register 21 players for the Champions League in 2014. Uefa's FFP regulations were approved in 2010 and the first assessments began the following year. The 'break-even' element states clubs can spend 30m euros more than they earn over a three-year period. A Uefa statement said the investigation into PSG would ""focus on the compliance of the club with the break-even requirement, particularly in light of its recent transfer activity"". It added: ""In the coming months, the investigatory chamber of the Uefa club financial control body will regularly meet in order to carefully evaluate all documentation pertaining to this case. ""Uefa considers financial fair play to be a crucial governance mechanism which aims to ensure the financial sustainability of European club football.""",Uefa has opened an investigation into Paris St-Germain over their financial fair play (FFP) rules.,['Summary states full name of club under investigation but it is not supported by the source text which refers to it by its abbreviation.'],"[""The summary states that Uefa is investigating PSG's financial fair play rules, but the text states that Uefa is investigating PSG's compliance with the FFP rules, not the rules themselves.""]",0
"Former Royal Marine Stephen Gough, 55, was found guilty by a jury at Winchester Crown Court of breaching an anti-social behaviour order (Asbo). The order bans him from taking off his clothes in public. He had refused to put on clothes as he left Winchester Prison after being imprisoned for a previous Asbo breach. Judge Jane Miller QC suggested moves should be made to find Gough a closed nudist community to live in to prevent the cycle of imprisonment which has seen him jailed for much of the past eight years. Gough earned his nickname when he completed a naked trek from Land's End to John O'Groats in 2003. A BBC documentary team followed his journey. He had previously argued there was nothing intimidating about him appearing ""in his natural human state"".","A man who became known as the ""Naked Paralympian"" has been jailed for three months.","['The summary states that Gough was jailed for three months, but the document does not specify the length of his sentence.', 'The summary refers to Stephen Gough as the ""Naked Paralympian,"" while the source text does not explicitly states his nickname']",[],0
"He told MSPs that the operators of Prestwick Airport had a bid team in place. The owners of Campbeltown airfield were also interested in attracting the venture. Stornoway, Newquay and Llanbedr are also on a UK government shortlist of potential sites. RAF Leuchars has been identified as a potential temporary facility. Ministers are keen to see the spaceport established by 2018. It would be used to launch commercial flights and satellites into space. Speaking in the Scottish Parliament, Mr Brown said the Scottish government ""was keen"" to see the port built in Scotland. He said: ""I am aware Glasgow Prestwick Airport is making considerable progress. ""It has a bid team in place and is working with a range of local and national partners to develop its proposal."" Mr Brown added: ""The owners of Campbeltown air base are also interested in progressing a bid."" Campbeltown is a former military air base and part of the site is used by Highlands and Islands Airports Limited (Hial). Earlier this month, the leader of the council in the Western Isles said Stornoway had ""critical features"" that made it the ""ideal location"" for a spaceport. Angus Campbell, of Comhairle nan Eilean Siar, said Lewis's geography and access to research and development facilities were suited to a facility. Hial, which operates Stornoway Airport, said it would potentially support a venture.","Glasgow's airport is making ""considerable progress"" in its bid to host a UK spaceport, Scottish Secretary Keith Brown has said.","['The summary makes up the title of the quoted person', 'The summary makes up the first name of the quoted person']",[],0
"Prof Bryn Hubbard is being honoured for his work as a polar scholar in ""glaciology, glacial geology and the structure and motion of ice masses"". Prof Hubbard, who spent nine weeks drilling on the Larsen C ice shelf in Antarctica, will receive the award at a ceremony at Buckingham Palace. The director of the centre for glaciology at the university said he was ""honoured"" to be recognised. The Polar Medal was established in 1904 to reward the participants in Captain Robert F. Scott's first expedition to the Antarctic region. In recent decades, most awards have been made to scientists who have worked over prolonged periods in harsh conditions to advance knowledge of the polar regions.",A Swansea University scientist has been awarded the Polar Medal by the Queen.,"['The summary states that Prof Bryn Hubbard is from Swansea University, but the document does not mention this affiliation.', 'The summary claims that the Queen awarded the Polar Medal, but the source text does not specify that the award was presented by the Queen. It only mentions the ceremony will be held at Buckingham Palace.', 'The summary has misinterpreted that it has already happened because the source text supports it is still upcoming.']",[],0
"The Briton saved two match points to win 4-6 7-6 (7-4) 7-5 before an angry exchange with the Latvian at the net. Ostapenko claimed her racquet slipped from her hand in the second-set tie-break and was let off with a warning. Broady disagreed saying her opponent should be ""straight disqualified"". ""You'll see on the replay, there's no way it was accidental. She threw the racquet and it hit the ball boy,"" British number three Broady told the umpire in an on-court exchange. WTA rules state that ""players shall not at any time physically abuse any official, opponent, spectator or other person...for the purposes of this rule, physical abuse is the unauthorised touching of an official, opponent and spectator or other person"". Players can be disqualified for incidents by the umpire and fined up to $10,000 (£6,830) for each violation. Former British number one Tim Henman was disqualified from Wimbledon in 1995 after accidentally hitting a ball girl with a ball struck in frustration, while David Nalbandian was thrown out of the Queens final in 2012 after kicking out at an advertising hoarding, cutting the shin of a line judge. World number 88 Ostapenko, ranked 38 places higher than Broady, was allowed to continue after a tour supervisor was called to court, with Broady appearing to be near tears over the incident. The Briton knuckled down in the third set, reeling off six successive games to snatch victory before becoming involved in an argument following the post-match handshakes. ""Jelena commented that my behaviour was terrible, which I thought was a bit out of order considering the events that had gone on in the match,"" said Broady of the row. Broady, who beat former world number one Ana Ivanovic in the first round, will now play American Sloane Stephens.",Naomi Broady's second-round win over Jelena Ostapenko at the Aegon Classic in Birmingham was marred by an incident involving a ball boy.,"['The summary includes the tennis match location which is not found in the source text', 'The summary includes the tennis match tournament which is not found in the source text', ""The summary includes Broady's first name which is not found in the source text"", 'The summary includes the tennis match round which is not found in the source text']",[],0
"The worst-affected state was Puebla in central Mexico, where at least 28 people were killed after torrential rains set off mudslides. Puebla Governor Rafael Moreno Valle said dogs had been brought in to search for those missing. Officials said some outlying areas had not yet been reached. At least 40 people have been confirmed dead after Tropical Storm Earl moved over Mexico on Saturday. Earl had earlier hit Belize and Guatemala in Central America. But it was in the Mexican states of Puebla, Veracruz and Hidalgo where its heavy rains caused most damage. Among those killed in Puebla were 15 children who died when their homes were buried by mud which slid down the rain-soaked hills. A whole hill collapsed near Huauchinango, sweeping down on a nearby village. ""It is a tragedy what has happened to our people in Huauchinango,"" Mayor Gabriel Alvarado said. About two hundred people were left homeless in the state of Puebla alone. In neighbouring Veracruz, 11 people were killed and in Hidalgo a 15-year-old died in hospital after being pulled from the mud. More than 10,000 people were affected and 18 villages remained cut off in the eastern state. The US National Hurricane Center (NHC) has warned of another storm approaching Mexico. It said Tropical Storm Javier could strengthen into a hurricane by Monday afternoon local time. ""On the forecast track, the centre of the tropical cyclone should pass near or over the southwest coast of Mexico later today, and approach the southern portion of Baja California peninsula on Monday,"" the NHC said.","At least 50 people are still missing after Tropical Storm Earl hit Mexico, officials say.","[""The source text doesn't state the number missing in the source text"", ' it was not a quote from officials according to the source text']",[],0
"Media playback is not supported on this device . Sean Geddes' two goals helped the Conference North side through at the expense of the League One Sky Blues, Cup winners in 1987. League Two Portsmouth, winners in 2008, left it late to draw 2-2 at home with Conference club Aldershot. Northern Premier Blyth Spartans beat Conference Altrincham 4-1 to take their place in the next round. Media playback is not supported on this device . Worcester took full advantage after Coventry goalkeeper Lee Burge was sent off in the first half for lashing out at visiting striker Daniel Nti. Geddes scored the resulting penalty and added a second goal 10 minutes into the second half. Coventry's Reda Johnson missed a penalty before the break and, though he scored late on, Worcester held on. ""We were the better side,"" Worcester manager Carl Heeley told BBC Sport. ""We're nine games unbeaten now, so we're a good footballing side. But to come to a League One club and to beat them on their own patch - it's a brilliant day."" Coventry boss Steven Pressley said: ""This defeat ranks as one of the worst in the club's history."" Blyth's Robbie Dale maintained his record of scoring in every round of this season's competition with two against Altrincham, while Danny Maguire also scored twice for team from the seventh tier of English football. Aldershot were nine minutes away from a famous win over their Hampshire rivals, but Danny Hollands' header earned the former Premier League side a replay. Bradford City came from behind against non-league opposition, overcoming an early FC Halifax Town goal to win 2-1 thanks to two goals in quick succession early in the second half. Two deflected goals from Gary McSheffrey were enough to give Scunthorpe United victory at Forest Green Rovers, while League One pair Chesterfield and Colchester put six past Braintree and Gosport Borough respectively. Maidstone United, of the Ryman Premier Division, held Stevenage of League Two to a 0-0 draw, while a lacklustre encounter between Notts County and Accrington Stanley ended in the same scoreline. Rob Ramshaw hit a hat-trick as Gateshead eased to a 4-0 win away at Norton United, while Wrexham are also into the second round after a 3-0 victory at home to fellow Conference side Woking. The second-round draw takes place on Monday at 19:00 GMT. You can watch it live on BBC Two and the BBC Sport website.",Worcester City stunned 10-man Coventry City to reach the second round of the FA Cup.,"['The name of the tournament was never stated in the source text', 'The full name used for Coventryin the summary is not supported in the source text', 'The full  name used for Worcester in the summary is not supported in the source text']",[],0
"Media playback is not supported on this device . Seventy-one people, including 19 players and staff, were killed as the Brazilian team travelled to Colombia for the final of the Copa Sudamericana. The club have since signed 22 new players and appointed a new manager. They beat Inter de Lages 2-1 in the state competition they won last season, with goals from Niltinho and Wellington Paulista at the Arena Conda stadium. It was only their second competitive game since the crash. The team drew 0-0 with Joinville in the Primeira Liga - a different competition - on Thursday. Chapecoense were awarded the Copa Sudamericana trophy following the disaster, a move backed by Colombian club Atletico Nacional, who were scheduled to face them in the final. Defenders Neto and Alan Ruschel and goalkeeper Jackson Follmann, who had his leg amputated, were among the six survivors of the crash. They received the trophy and medals alongside families of the victims at Chapecoense's first game since the crash, a friendly on 22 January.",Chapecoense have returned to action for the first time since their players and staff were killed in a plane crash on 29 November.,"['The summary is not correct because it incorrectly states this is the first competitive game, but the source text says it is their second', 'The summary is incorrect because it adds information not present in the source text, which is the date of the crash being November 29.']",[],0
"A senior official at the Tunisian interior ministry told the Associated Press that Rezgui had been in Libya in January, the same time as two men who attacked a Tunisian museum in March. Most of the dead in Sousse were foreign tourists, including 30 Britons. The Islamic State group (IS) has claimed the attack as its own. ""The attacker trained in Libya with weapons at the same period as the Bardo [museum] attackers,"" Rafik Chelli from the interior ministry told AP. IS also said it was behind the Bardo museum attack in Tunis that left 22 people dead. Mr Chelli said that Rezgui had travelled to the Libyan town of Sabratha at the same time as the Bardo attackers. ""He crossed the borders secretly,"" Mr Chielli told AP. IS has a significant presence in Libya, Tunisia's eastern neighbour, and is thought to control the major towns of Derna and Sirte. The Tunisian authorities have released photos of two suspects, Bin Abdallah and Rafkhe Talari - friends of Rezgui that the police have yet to locate. Rezgui, 23, was radicalised while studying engineering. The Tunisian authorities have already arrested several suspected accomplices. However, Tunisian President Beji Caid Essebsi has admitted that the security services were not prepared for an attack of this kind. He said extra security had been put in place at other locations during the Islamic holy month of Ramadan, but nobody had expected beaches to be a target. The UK Foreign Office has updated its travel advice to warn that further terrorist attacks in Tunisia are possible, and has urged people to be vigilant. Tour companies have laid on extra flights and about 10,000 British tourists have flown home from Tunisia since Friday, according to the Association of British Travel Agents. The repatriation of bodies of Britons killed in the attack will begin on Wednesday, Downing Street has said. Twenty-one Britons have been identified as victims, with nine more believed to be among the dead, it added. Three Irish tourists, two Germans, a Belgian and a Portuguese national died in the attack. The repatriation process is expected to take several days and will be followed by a joint inquest into the deaths of all the British victims. The RAF flew the last four of the seriously injured back to the UK on Tuesday and they are now in hospital undergoing treatment. In other developments: . The names of those killed in the attack are slowly emerging. Here's what we know so far about those who lost their lives, as well as those who are injured and missing. Some survivors have also been speaking out about their ordeal.","Tunisian student Seifeddine Rezgui, who killed 38 people at a beach resort in Sousse on Friday, trained in Libya, Tunisian officials say.","['The summary mentions the first name of Mr. Rezgui but that information does not appear in the source text.  ', ""The summary indicates that Mr. Rezqui was a student.  It is true, per the source text, that Mr. Rezqui was radicalized while studying engineering but it certainly isn't clear that Mr. Rezqui was still in school when the attack occurred.  "", 'The summary indicates 38 people were killed but the source text mentions ""... the dead in Sousse ... including 30 Britons ... [t]hree Irish tourists, two Germans, a Belgian and a Portuguese national"" which adds up 37 dead.']","['The summary states the attack occurred on Friday, but the text does not specify the day of the week.']",0
"The announcement came after a pact was agreed between the Socialists and centre-right Ciudadanos (Citizens). ""What has been agreed with Ciudadanos is incompatible with us,"" said Podemos's Inigo Errejon. It deals a blow to Socialist leader Pedro Sanchez's hopes of becoming PM. Between them, the Socialists and Ciudadanos command only 130 seats in the 350-seat lower house - leaving Mr Sanchez far short of a parliamentary majority. In a vote on 1 March, he will seek the support of deputies in a vote of confidence that the former ruling Popular Party (PP), led by acting Prime Minister Mariano Rajoy, has indicated it is likely to oppose. Podemos now appears less likely to offer its support - overtly or tacitly, in the form of abstentions - now it has framed the pact between the Socialists (PSOE) and Ciudadanos as ""an invitation to the PP"". ""For the moment we have failed,"" Mr Errejon was quoted as saying. ""The change [we sought] was not just to remove Mr Rajoy from the Moncloa [prime ministerial residence], but his policies."" Earlier, signing a deal based on a five-point plan for constitutional reform, Ciudadanos leader Albert Rivera had urged other parties to come on board. Podemos's radical policies are at odds with the liberal-centrist slant of Ciudadanos, and it had already warned they were unlikely to join forces, but it was not clear that Podemos would withdraw from the negotiating table entirely. Should Mr Sanchez fail to secure an absolute majority on 2 March, he could then aim for a simple majority in a second vote on 5 March. If he fails, the PP may attempt once again to form a coalition - perhaps a ""grand coalition"" with the Socialists and Ciudadanos. If that fails, a new election would have to be called, probably on 26 June. Mr Rajoy's centre-right PP, which took the greatest number of seats in the election, has already tried to form a coalition without success.",Spain's anti-austerity Podemos (We Can) party has said it will not support the Socialists' bid to form a new government.,"['the summary provides a translation of ""podemos"" which is not found in the source text', 'the summary calls the party the anti-austerity party which is not found in the source text', 'The summary states that Podemos has said it will not support the Socialists\' bid to form a new government, but the text does not confirm this. The text only states that Podemos appears less likely to offer support and has framed the pact as ""an invitation to the PP,"" but it does not explicitly state that Podemos has definitively said it will not support the Socialists']",[],0
"Loosehead Barrington, 26, has featured 82 times since joining Sarries from Jersey in 2013, and has agreed a three-year contract at Allianz Park. USA international Lamositele, 21, has signed a new two-year deal. ""Both Richard and Titi are valuable members of our squad,"" director of rugby Mark McCall said.",Saracens pair Richard Barrington and Titi Lamositele have signed new contracts with the Premiership champions.,"['The summary says they signed with the Premiership champions, but the source text only says they signed with Allianz Park', 'The summary calls the team ""saracens"" but in the source text they are refered to as ""Sarries""']",[],0
"The Denmark international, 29, played in all 38 of the Foxes' league fixtures last season, keeping 15 clean sheets. He has made more than 200 appearances for Leicester since arriving from Leeds United in 2011, having started his career at Manchester City. ""We've taken some massive steps and ever since I arrived it's been fantastic,"" Schmeichel told LCFC TV. ""It was a case of coming back after winning the Premier League and making sure that the hunger was the same within myself and the squad. I've come back absolutely convinced that this is the place for me to be."" Boss Claudio Ranieri has said the club will not sell anymore of their best players after N'Golo Kante joined Chelsea last month. England forward Jamie Vardy also signed a new deal with the champions in June, ending speculation that the 29-year-old would join Arsenal. The Foxes begin their season with the Community Shield at Wembley on Sunday, when they face FA Cup winners Manchester United. Subscribe to the BBC Sport newsletter to get our pick of news, features and video sent to your inbox.",Leicester City goalkeeper Kasper Schmeichel has signed a new four-year contract with the Premier League champions.,"['The summary states that Kasper Schmeichel has signed a new four-year contract, but the source text does not mention any new contract being signed.']",[],0
"But his pro-Western party is set to win 41% of the votes, short of the majority he wanted to ensure a push to join Nato and the EU. Mr Djukanovic had presented the vote as a choice between the West or becoming a ""Russian colony"". Earlier, authorities said 20 Serbian paramilitaries had been arrested. Prosecutors said the group may have been planning to kidnap Mr Djukanovic, who has been in charge for a quarter of a century. The development, hours before voting took place, was described by opposition Democratic Front leader Andrija Mandic as ""gross propaganda"" and Serbia's prime minister, Aleksandar Vucic, said the timing was strange. Serbia's former special forces commander, Bratislav Dikic, who was removed from the post in 2013 because of alleged criminal activities, was reported to be among those arrested. The men had been charged with terror offences and one Serb was still on the run, Montenegro's police chief said. Montenegro: Nato's newest and last member? Montenegro country profile . Mr Djukanovic will now try to form a majority with smaller parties, and told supporters as the results came through that ""tonight we can say that Montenegro will continue its path towards a secure place in Europe"". Montenegro would formally join Nato in months and step up talks on joining the EU, he said. The Democratic Front Alliance, made up of largely pro-Serbian and pro-Russian groups, is forecast to win just over 20% of the votes. It also hopes to form a coalition among other opposition parties. Another, more moderate, opposition grouping stands at about 11%. Many Montenegrins are unhappy that Mr Djukanovic is taking the country into Nato. They remain angry that Nato bombed Serbia and Montenegro in 1999 as part of a strategy to halt the killing and expulsion of ethnic Albanians in Serbia's then southern province of Kosovo. The opposition accuses Mr Djukanovic of corruption and cronyism, which he denies. He accuses them of receiving funding from Moscow, which they deny. Montenegro, which has a population of some 630,000, has in recent years seen an influx of Russian money, homebuyers and tourists since splitting from Serbia in 2006.",Montenegro's Prime Minister Milo Djukanovic has claimed victory in parliamentary elections.,"[""The summary indicates that Mr. Djukanovic's first name is Milo but the source text does not indicate that fact."", 'The summary refers to Mr. Djukanovic as Prime Minister but the source text does not indicate the title for Montenegro head of state (could be President).', 'The summary states that Milo Djukanovic has claimed victory in the elections, but the text does not explicitly state that he claimed victory. It only mentions that his party is set to win 41% of the votes and that he will try to form a majority with smaller parties.']",[],0
"The Japanese engineer created many popular drum machines, including the iconic TR-808. Its sound is a staple of hip-hop and electronic music, used by everyone from Kanye West to Marvin Gaye. Kakehashi received a technical Grammy in 2013 for contributions to electronic music technology. Dave Smith - Kakehashi's co-winner - told the BBC he ""was just an amazing man, a good friend, a very good competitor of course and just innovative continually all that time"". Before leading Roland for 40 years, Mr Kakehashi founded Ace Tone in the 1960s. The firm made amplifiers and primitive drum machines, laying the groundwork for the engineer's future success. The sound of the TR-808 proved a game-changer in the 1980s and 90s. It appears on Marvin Gaye's ""Sexual Healing"", and in the opening bars of Whitney Houston's ""I Wanna Dance with Somebody"". Rapper Kanye West's 2008 album 808s & Heartbreak showcases the machine throughout. Musicians have shared their tributes to Mr Kakehashi online, calling his impact immeasurable. Marc Almond of synthpop duo Soft Cell called him ""a man who changed music"". Martyn Ware, who played keyboards for The Human League, told the BBC: ""Roland was central to everything that we did for the whole of the first two albums - they featured on every track."" ""We were loyal to them like people would be loyal to a football team."" In 2015 the TR-808 was the subject of a documentary featuring Pharrell Williams, Fatboy Slim, and Phil Collins - among many others. In a farewell to Mr Kakehashi, his colleague for almost four decades, Roland developer Tommy Snyder wrote: ""He was a super funny, wonderful and gifted human being, and his contributions to the musical instrument world, and music, touched millions of people worldwide. RIP dear Taro.""","Roland's founder, Taro Kakehashi, has died at the age of 83.","[""The source doesn't mention age of death."", ""The source doesn't say that he founded Roland, only led for 40 years. ""]",[],0
"Police said the crash happened at 07:10 on the B7066 Whitburn Link Road, near Polkemmet Country Park. Several roads have been closed. They are due to open at 12:30. The 58-year-old man who died was a driver in the stationary car. The occupants of the van suffered minor injuries. Police are appealing for witnesses.",A man has died after his car was involved in a collision with a van in Dumfries and Galloway.,['the summary adds facts about the crash location not supported by the source text.'],[],0
"Staff at Plantasia found the fish in their heated waters in the glass-domed hothouse. Swansea council said it had worked ""closely with our vet and a vet from the government body Defra"" in an unsuccessful bid to save the carp. Tests are being carried out before replenishing the stock, to determine how the fish died. A spokesman said: ""All animals, fish and plants at Plantasia are looked after with great care.""",A number of Asian carp have died in a hothouse at a Swansea council-owned plant nursery.,"['There was no mention of the carp being specifically asian carp.', 'There was no mention of a plant nursery, but a name of a place.']",[],0
"The video clearly shows the car number plate, but it was a hire vehicle and Nottinghamshire Police said it cannot prove who was driving. Instead, a man who was eligible to drive the car has been fined Â£150 for failing to provide driver details. In a statement, the force said it was ""disappointed"" with the outcome. The incident happened on 15 November 2014 but the victim has now posted the video online to highlight what he feels is a lack of justice. ""At the time there was an ongoing criminal investigation and I didn't want any footage that I released online to hamper that investigation,"" he said. Updates on this story and more from Nottinghamshire . ""It's left me feeling surprised at the injustice and the ability for criminals to get away with crimes so easily, especially those perpetrated against cyclists, and it's left the wider cycling community feeling totally betrayed. ""It would never put me off cycling but it has made me very annoyed at the fact that cyclists are being let down time and time again when it comes to justice."" He said he needed four months to recover from his injuries, with a further month of physiotherapy, having suffered a severe back injury and internal haemorrhaging. The video shows the Volvo being driven behind the cyclist around a roundabout in Nottingham city centre. The car follows the cyclist from a distance, but then suddenly accelerates and shunts the bicycle. The camera falls to the ground and the cyclist can be heard groaning and breathing heavily. Nottinghamshire Police said it had investigated the incident thoroughly. ""While we share the victim's disappointment at the outcome, we feel the investigating police officer made every effort to ensure that the occupants of the car were found and brought before the courts,"" the force said in a statement.",A cyclist who was knocked off his bike in a hit-and-run has released video of the incident after police said they could not find the driver.,"['The summary makes up the cyclist releasing the video, according to the source text he only appeared in it', ""The summary states the police could not find the driver, but the source text says said couldn't prove who was the driver."", 'The summary states the incident was a hit-and-run, but the source text does not mention that the driver fled the scene or that it was a hit-and-run.']",[],0
"The distasteful adjective - a favourite of Great British Bake Off presenting duo Mel and Sue - has topped polls in the UK, US and Canada, according to those behind the global survey. Oxford University Press said ""no"", ""Brexit"" and ""British"", joined moist as the UK's four most-despised words. More than 10,000 people have responded to the survey so far. ""Moist"" - dubbed by comedian Miranda Hart the ""queen of all words"" - also leads the way in the US, Canada and Australia, also coming second in the poll of Dutch opinion. ""No"" is least popular in the early running in the Netherlands and Germany, while ""love"" and ""sorry"" find the least favour in India. Dan Braddock, from Oxford University Press, said this was the first time Oxford Dictionaries - which focuses on current English usage - had tried such an experiment and ""we're not entirely sure what to expect yet"". ""We thought for a long time about the question to open with, but we decided to go down the negative route,"" he said. ""We thought people were more likely to have strong opinions about a negative subject matter."" He said the publisher hoped to collect 30,000 replies by the end of the project. Despite the poll's findings, ""moist"" does not appear to be universally despised. On Wednesday's edition of The Great British Bake Off, host Mel Giedroyc remarked that it was her ""favourite word"" as she urged contestants to produce a ""sumptuous"" drizzle cake.","""Moist"" is the most-despised word in the world, according to an Oxford Dictionaries poll.","['The source text specifically states ""moist"" is not the most-despised word in the world, but according to the source text, it is only so in certain countries.']",[],0
"Seema Malhotra formally complained to Commons Speaker John Bercow, saying the ""privacy, security and confidentiality"" of her MP's office had been violated. She also said her staff had felt ""harassed, intimidated and insecure"". A spokesman for Mr Corbyn said an aide had been checking when the office would be vacated, and denied intimidation. Ms Malhotra resigned as shadow chief secretary to the Treasury last month in protest at Mr Corbyn's leadership and is now backing leadership challenger Owen Smith. In a statement, Ms Malhotra said staff working for Mr Corbyn and shadow chancellor John McDonnell had gained ""unauthorised entry into my office in parliament"". The MP for Feltham and Heston described several incidents when people from the leader's office used digital keys to open the office door. ""The implications of this are extremely serious,"" she said. ""This is a breach of parliamentary privilege and is a violation of the privacy, security and confidentiality of a member of parliament's office. ""Furthermore, my staff, including an intern, who have always been courteous and open, have felt harassed, intimidated and insecure and decided themselves it would be best to not leave anyone alone in the office."" She has complained to Mr Bercow and to Mr Corbyn and called for a formal investigation. A spokesman for Mr Corbyn said accusations Karie Murphy - the Labour leader's office manager - had intimidated anyone were ""untrue"". He said Ms Murphy had been checking to see if the office had been vacated by Ms Malhotra following her resignation. ""As an office manager on the leader of the opposition's floor, Karie has a key to open all offices. She accessed the office in question to confirm when it would be vacated. ""It is a month since Seema Malhotra resigned as shadow chief secretary to the Treasury, and the office is intended for the person holding that position."" BBC political correspondent Carol Walker said the incident was ""another extraordinary twist in Labour's increasingly bitter internal battle"". The complaint comes after more than 40 female Labour MPs wrote to Mr Corbyn saying he had failed to do enough to prevent ""disgusting"" threats against members. The group of female MPs - including former shadow ministers Heidi Alexander, Paula Sherriff and Kerry McCarthy - say intimidation has been carried out in Mr Corbyn's name. Speaking on Saturday, Mr Corbyn condemned abuse among members, saying ""it has no place in our party"". He said: ""I don't do personal abuse, I don't respond to personal abuse, I condemn any abuse from others."" Meanwhile, leadership rival Mr Smith said his wife, Liz, had been a victim of online abuse and claimed there was now a level of abuse, anti-Semitism and misogyny in Labour that was not there before Mr Corbyn became leader. ""My wife stood recently for a community councillor position in the village where we live in South Wales and was subject to a torrent of online abuse. It's a community council position."" He added: ""I think it's just absolutely unacceptable."" Mr Corbyn is facing a challenge from the former shadow work and pensions secretary, after Labour MPs overwhelmingly backed a motion of no-confidence in their leader. The winner of the leadership contest will be announced on 24 September.",A Labour MP has accused Jeremy Corbyn's office of breaching parliamentary privilege by accessing her office.,['First name of accused person is present in the summary but is not supported by the source text.'],[],0
